서울,11B00000
인천,11B00000
경기도,11B00000
강원도영서,11D10000
강원도영동,11D20000
대전,11C20000
세종,11C20000
충청남도,11C20000
충청북도,11C10000
광주,11F20000
전라남도,11F20000
전라북도,11F10000
